zincid,SMILES,RF_Morgan,RF_MACCS,XGB_Morgan,XGB_MACCS,DNN_Morgan,DNN_MACCS,Consensus_Avg,Consensus_Weighted,Consensus_Votes,Consensus_Geometric,RF_Morgan_Binary,XGB_Morgan_Binary,DNN_Morgan_Binary,RF_MACCS_Binary,XGB_MACCS_Binary,DNN_MACCS_Binary,Models_Active_Count,Consensus_Active,Consensus_Weighted_Active,Vote_Active,Hit_Level
ZINCtj000013ffoE,O=C(NC[C@@H]1CO[C@H](CNC(=O)c2cc([N+](=O)[O-])ccc2Cl)C1)C1=COCCO1,0.425,0.46,0.8254104,0.4944088,0.95910984,0.99993,0.6939765131473541,0.6911856867235602,3.0,0.6515635908928638,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCtz00000nexd6,Nc1ccc(C(=O)N2CCCN(C(=O)c3cc(Cl)ccc3F)CC2)c([N+](=O)[O-])c1,0.345,0.48,0.8425459,0.4242135,0.9650639,0.9999926,0.676135993997256,0.6727126061662714,3.0,0.6205811010202363,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCso00001cj9As,Cn1c(Cl)cnc1CN[C@@H](c1csc([N+](=O)[O-])c1)c1nnnn1[C@H]1CCOC1,0.325,0.38,0.96919507,0.3980742,0.9721875,0.99996495,0.6740702915191651,0.6711188245496006,3.0,0.5992796113917107,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCqC0000044PRF,CN(CC1CC1)[C@@H]1C[C@H]2C[C@H]1N(C(=O)Cc1cc(Br)ccc1[N+](=O)[O-])C2,0.235,0.48,0.44660318,0.9140759,0.9586406,0.99980724,0.6723544840017954,0.6653116775066293,3.0,0.5944712777308447,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCto00000WjCJr,CC(C)n1ncc(C(=O)N[C@@H]2C[C@H]2NC(=O)Cc2ccc(Cl)c([N+](=O)[O-])c2)c1N,0.32,0.495,0.3983041,0.89487904,0.8948421,0.99997383,0.6671665116151173,0.660842913752752,3.0,0.6080111671828595,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCqy00000EWSAF,Cc1ccnc(N[C@@H]2CC[C@]3(CCN(C(=O)[C@@H]4C[C@H]4F)C3)C2)c1[N+](=O)[O-],0.35,0.49,0.49803367,0.8399856,0.81945103,0.9998261,0.6662160648902257,0.6604682054164561,3.0,0.6235534557507917,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCtt00000tnuAz,Cc1c([N+](=O)[O-])ccc(Br)c1C(=O)N1CCN(CCNC(=O)c2nccs2)CC1,0.345,0.47,0.74710107,0.42596525,0.98365057,0.9999956,0.661952078739802,0.6584216381472052,3.0,0.6084873704015672,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCtl00000NZFLx,Cc1nc(O)nc(C)c1CC(=O)N1CCN(C(=O)c2cc(CC(C)C)on2)CC1,0.335,0.47,0.8996428,0.8719307,0.4077135,0.9796948,0.6606636383136113,0.6548386733836316,3.0,0.6056059160406402,0,1,0,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCtE00000oJ3Qg,Cn1[nH]c(=NC(=O)[C@H]2C[C@H]2NCc2cccc(Br)c2[N+](=O)[O-])c2ccc(Cl)nc21,0.365,0.435,0.320425,0.88695437,0.9183913,0.99922,0.6541651119788487,0.6484701192040815,3.0,0.5881883871859936,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCrv00000PQTRl,CCc1c(Br)cc(C(=O)N2CCn3c(nnc3[C@H]3CCCS3)C2)c(=O)n1C,0.37,0.4983333333333333,0.69109017,0.90163165,0.46364284,0.98723656,0.6519890913698408,0.6460065665763601,3.0,0.6120896718071698,0,1,0,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCrs000004B0Fd,COC[C@@]1(C(=O)OC(C)(C)C)CCCN1C(=O)c1ccc(O)c([N+](=O)[O-])c1,0.26,0.435,0.49559492,0.7179438,0.9956022,0.9999629,0.6506839704513551,0.6449134954662187,3.0,0.5849583422894047,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCrp00000q55vW,C#CC1(C(=O)NCC2(F)CCN(C(=O)c3cc([N+](=O)[O-])oc3C)CC2)CC1,0.275,0.455,0.43804276,0.8875575,0.84459317,0.999979,0.6500287421544393,0.6433755583966031,3.0,0.5874207160918816,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCsD000001sm6q,CCOc1cc(C(=O)N[C@H]2CN(c3ccc(Br)cc3[N+](=O)[O-])CC2(C)C)on1,0.3,0.4416666666666667,0.7223792,0.49523953,0.923065,0.99992514,0.6470459239350425,0.6427408363943121,3.0,0.5936074797739256,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCru00000ui4Tu,Cc1nc(N(C[C@@H]2CCNC2)C(=O)c2ccc(O)cc2[N+](=O)[O-])ncc1Br,0.36,0.375,0.64811534,0.4889964,0.98042035,0.99996483,0.6420828179518382,0.6386443103881592,3.0,0.5894515674891823,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCsr00000cEl2Z,C[C@@H](Cc1ccco1)C(=O)N1CC(C)(NC(=O)c2ccc(O)c([N+](=O)[O-])c2)C1,0.255,0.485,0.48573363,0.759376,0.8680519,0.9999995,0.6421935045719147,0.6358017192157447,3.0,0.5838219309462125,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCrm000011lx9K,Cc1nc(Cl)ccc1S(=O)(=O)N1CCOC2(CN(C(=O)[C@H]3CC3(C)C)C2)C1,0.345,0.74,0.37583974,0.9544439,0.4449012,0.99982,0.6433341340223948,0.6353599612256313,3.0,0.5865858062779997,0,0,0,1,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCtK00000tIzjN,O=[N+]([O-])c1ccc(-c2cccc3c2CN(c2ccnc4cc(Br)nn24)CC3)cn1,0.285,0.335,0.822905,0.40356147,0.9860868,0.99973667,0.638714988231659,0.6352449830034946,3.0,0.5612525209865298,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCrC00000bDolw,O=C(c1cc(Cl)ccc1Cl)N1CCN(C(=O)Cc2ccon2)[C@H](C2CC2)C1,0.37,0.49,0.8349982,0.9174423,0.3009255,0.9224515,0.6393029169241587,0.6337200009315571,3.0,0.5812247573988,0,1,0,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCtK00000tIzkp,O=[N+]([O-])c1cc(Cl)ccc1CN1CCn2ncc(-c3ccc4c[nH]nc4c3)c2C1,0.32,0.335,0.85223883,0.37543204,0.9370659,0.9998956,0.6366053917010626,0.6335714405648252,3.0,0.5638566460966693,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCsA000005D7Pa,C[C@H](NC(=O)[C@H]1C[C@@H]2C[C@@H]2N1C(=O)c1ccc([N+](=O)[O-])[nH]1)c1ccc(Cl)cc1,0.265,0.485,0.30163231,0.8412255,0.92469656,0.99999094,0.6362575540939966,0.6294559715825614,3.0,0.5579075048016792,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCtH00000cKY4m,CC1(C)CCC[C@@H]1C(=O)NC[C@@H]1CCCN1C(=O)Cc1ccc(Cl)c([N+](=O)[O-])c1,0.4,0.475,0.46912646,0.5218751,0.9273026,0.9999639,0.6322113374869028,0.6283156340426586,3.0,0.5922012423337045,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCtD000004jINt,CC(=O)c1cnc(Cl)nc1N1CCC[C@@H](CNC(=O)c2csc([N+](=O)[O-])c2)CC1,0.37,0.46,0.96838313,0.70776016,0.29400665,0.9999878,0.6333562858899434,0.6282976357564858,3.0,0.5699990349858469,0,1,0,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCsI00000kXg0k,CN(C[C@@H]1CCCN(c2nccc(Br)n2)C1)C(=O)c1ccc([N+](=O)[O-])c(Br)c1,0.3,0.365,0.8728408,0.3020325,0.94644344,0.9998245,0.6310235474507014,0.6279843964559811,3.0,0.5487866644302896,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCtK00000tIzjZ,O=[N+]([O-])c1cccc(CN2CCC[C@]3(CCCN(c4ncc(F)cn4)C3)C2)c1Cl,0.36,0.355,0.7907029,0.2997476,0.9733109,0.9998978,0.6297765219211579,0.6273207090171515,3.0,0.5557991039355049,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCtu00000Eg0DX,Cc1cc(N2C[C@@H](NC(=O)/C=C\C(=O)NC3CC3)C3(CC3)C2)c(Cl)cc1[N+](=O)[O-],0.3075,0.49,0.37145755,0.7717709,0.8554442,0.9999442,0.6326861407359441,0.6265666086707554,3.0,0.5771221008105919,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCto00000ZwQ89,O=C(CCc1ccccc1[N+](=O)[O-])N1CCN(C(=O)[C@H]2CCCCS2)C[C@@H](O)C1,0.26,0.48,0.4219547,0.65181077,0.9671475,0.9999907,0.6301506145795187,0.624273878521953,3.0,0.5669112870458488,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCsN00000gCqho,O=C(c1ccsc1)N1C[C@H]2CCCN(C(=O)CCc3ccc(Br)c(F)c3)[C@H]2C1,0.44,0.445,0.8449827,0.43288714,0.74033314,0.8408248,0.6240046238899231,0.6224199418311424,3.0,0.595471954539005,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCsM00001JHYDX,CC1(C)C[C@H]1CC(=O)N1CCC[C@@](F)(CNc2ncc([N+](=O)[O-])cc2Cl)CC1,0.23,0.49,0.3759224,0.802483,0.87692326,0.99994713,0.6292126379410425,0.622205707333612,3.0,0.5568430063138712,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCtt00000tnuAB,Cc1c([N+](=O)[O-])ccc(Br)c1C(=O)N1CCOC[C@H]1CNC(=O)C1=COCCC1,0.35,0.435,0.48659253,0.56350976,0.9233583,0.99970114,0.6263602928320567,0.6219527077083046,3.0,0.5811801507922094,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCty00000xArlL,O=C(Nc1cnn(C2COC2)c1)C1CCN(Cc2cc([N+](=O)[O-])ccc2Cl)CC1,0.28,0.45,0.59966236,0.4849101,0.9425218,0.9999998,0.6261823493242263,0.6214879548718742,3.0,0.570652402256303,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCsH000001ROzb,O=C(NC[C@H](N=c1c(Cl)c[nH]cc1[N+](=O)[O-])C1CC1)[C@]1(C2CCC2)CC1(F)F,0.275,0.43,0.4867024,0.7088048,0.8584268,0.99988294,0.6264694907267888,0.6206503156398204,3.0,0.5719709254503524,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCtQ00000x0bCH,O=C(c1cc(Cl)cc(Cl)c1Cl)N1CCN(CCNCc2c(O)cccc2Br)CC1,0.405,0.45,0.9203734,0.47673097,0.5694252,0.909463,0.621832094391187,0.6190457126772995,3.0,0.5881947101222752,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCtE00000r7S7L,CC1=CC(F)=CC(C(=O)N[C@@H]2CCN(C(=O)C3=C(F)C=CC(Cl)=C3[N+](=O)[O-])C2)=C1,0.3625,0.445,0.5994548,0.48756033,0.8399799,0.99993294,0.6224046639601389,0.6184145652909651,3.0,0.5838242111172584,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCsz00000igsMB,O=C(c1cc2ccnc(Cl)c2s1)N1CC[C@H]2CC[C@@H](C1)N2C(=O)[C@H](O)C1CC1,0.3,0.47666666666666674,0.7275208,0.8334712,0.42697996,0.97638273,0.6235035600927141,0.6171714462343401,3.0,0.5750204263625107,0,1,0,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCsx00000gmFyZ,CS(=O)(=O)c1ccc(Cl)c(C(=O)N[C@@]23CCN(C(=O)C4=C(Cl)CC4)C[C@H]2C3)c1,0.355,0.71,0.4663206,0.9800797,0.858149,0.34670866,0.6193763269980749,0.6170491606969359,3.0,0.5699367754475548,0,0,1,1,1,0,3,1,1,0,Level_1_Low_Confidence
ZINCsv000005tEDW,Cc1ccc(C(=O)N2CC3(C2)CN(c2ccnc(C4CC4)n2)C3)c([N+](=O)[O-])c1,0.29,0.395,0.6536691,0.4476963,0.93706393,0.9999977,0.6205711708466212,0.6163962548337083,3.0,0.5617168645482076,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCpO00000Nc3Yp,C[C@H]1CC[C@H](CNCc2ccc(-c3ccc(Cl)cc3[N+](=O)[O-])o2)OC1,0.28,0.435,0.46501148,0.5583684,0.9796217,0.9999616,0.6196605308850606,0.6145861483127513,3.0,0.5604182269406462,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCqh00001AUBsq,CN(C)[C@H](CO)C(=O)N(Cc1ncc([N+](=O)[O-])n1C)CC1CCCCC1,0.27,0.28,0.7933387,0.4838357,0.8827547,0.99996024,0.6183148900667826,0.6143584758846472,3.0,0.5429379339547148,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCtL000004yiGV,Cc1ncc(C(=O)N2CC3(CCN(c4c(Br)cccc4[N+](=O)[O-])CC3)C[C@@H]2C)o1,0.29,0.47,0.42644265,0.56625587,0.9627404,0.99997675,0.6192359493176142,0.6140174419575548,3.0,0.5625287450827019,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCsv00000njF19,C#CC[C@@](C)(CC)C(=O)N[C@@H]1CC[C@@H](C)N(C(=O)c2[nH]nc([N+](=O)[O-])c2Cl)C1,0.275,0.49,0.30033326,0.6826336,0.97117287,0.99986506,0.6198341274261475,0.6137645770133809,3.0,0.5471330685761395,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCnw00000mOvI0,CCOc1cc(N2CCN(C[C@H]3C=CC3)CC2)ccc1[N+](=O)[O-],0.26,0.48,0.47559008,0.57928556,0.9136641,0.9999874,0.6180878613392512,0.6124685868050189,3.0,0.5617203996949819,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCsC000004NrZq,C[C@H](Cc1cnc[nH]1)C(=O)N1CC[C@@H](C)N(c2ccc([N+](=O)[O-])cc2Cl)CC1,0.345,0.5,0.8153245,0.3964929,0.6252938,0.99991006,0.6136702052752177,0.6096240833718726,3.0,0.5715663796524355,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCnc000000MH6s,Cn1nc(Cl)c(C(=O)N2CCN([C@@H]3CCS(=O)(=O)C3)CC2)c1Cl,0.41,0.705,0.44087672,0.731116,0.43528464,0.96130353,0.6139301492770514,0.6079349572523265,3.0,0.582306608709306,0,0,0,1,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCtK00000tIzjM,O=[N+]([O-])c1ccc(-c2cccc3c2CCN(c2ncnn4cc(Br)cc24)C3)cn1,0.255,0.335,0.69260037,0.40356147,0.97254616,0.99973667,0.6097407782077789,0.6056965882389258,3.0,0.5341077440131706,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCrj00001S4eQD,C#Cc1ccc(Cl)c(C(=O)NCC[C@H]2CCN(c3cc(O)nc(O)n3)C2)c1,0.41,0.485,0.6454522,0.9076182,0.24872255,0.97055006,0.6112238399187724,0.6053492594822077,3.0,0.5514477041224952,0,1,0,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCsi00001ihW19,CO[C@@]1(C(=O)N2CCN(C(=O)CCC(C)(C)[N+](=O)[O-])C3(CC3)C2)CCCOC1,0.33,0.485,0.87207144,0.60118103,0.3683874,0.9999841,0.6094373269875845,0.6042035659492438,3.0,0.5602112316418377,0,1,0,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCtS00001dibuq,Clc1cc([C@@H](c2nnnn2CCC2CC2)N2CCC[C@H](C3CCC3)C2)c(Br)cn1,0.35,0.4,0.94864136,0.9264542,0.9667546,0.019139465,0.6018316044161717,0.6041116149924325,3.0,0.362702053436989,0,1,1,0,1,0,3,1,1,0,Level_1_Low_Confidence
ZINCtG00000QWyy6,Cc1cc([N+](=O)[O-])ccc1CN(Cc1cnn(CC2CC2)c1)C[C@H](O)C1CCC1,0.27,0.39,0.48257327,0.745793,0.7659004,0.99996483,0.6090385770797729,0.6030049351597508,3.0,0.5543633230779142,0,0,1,0,1,1,3,1,1,0,Level_1_Low_Confidence
ZINCtJ00000kcsaT,Cc1ccc(C(=O)N[C@H]2CCC[C@@H](NC(=O)c3cc(Cl)c(C)cc3[N+](=O)[O-])C2)o1,0.295,0.41,0.5253769,0.48521823,0.91406053,0.9999673,0.6049371588230134,0.6003611486769737,3.0,0.5516485131684673,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCtG00000QWyy2,Cc1cc([N+](=O)[O-])ccc1CN(Cc1ccnn1CCF)C[C@]1(C)CCC[C@@H]1O,0.295,0.37,0.75851923,0.3907232,0.8106322,0.9994109,0.6040475978453954,0.600182450477113,3.0,0.5450101399050917,0,1,1,0,0,1,3,1,1,0,Level_1_Low_Confidence
ZINCnm00000MJpoi,CCn1ncc([N+](=O)[O-])c1C(=O)N1CCC[C@@H](OCC(F)F)C1,0.215,0.525,0.2855384,0.7668596,0.8514993,0.99991596,0.6073022121191025,0.5999328002439323,4.0,0.5254374117072583,0,0,1,1,1,1,4,1,0,1,Level_1_Low_Confidence
ZINCtg00001NWrFh,CC(C)(C)[C@@H]1CN(C(=O)Cn2ccc([N+](=O)[O-])n2)CCN1C(=O)[C@]1(F)CCOC1,0.345,0.39,0.66717494,0.24662222,0.96717954,0.99997586,0.6026587586601575,0.5998772099593007,3.0,0.5269572374308975,0,1,1,0,0,1,3,1,0,0,Level_1_Low_Confidence
ZINCtr00000dYmn1,COc1ccc(CC(=O)N2CC[C@@H]3[C@@H](NC(=O)[C@@H]4C[C@H]4C(C)C)[C@@H]32)cc1[N+](=O)[O-],0.265,0.375,0.37930596,0.7314573,0.8836827,0.9999918,0.6057396256923676,0.5997823671246252,3.0,0.5384244370016161,0,0,1,0,1,1,3,1,0,0,Level_1_Low_Confidence
ZINCtx00000ghNaP,COc1nscc1C(=O)N1CCN(C(=O)c2cccc3cc(O)ccc23)[C@H]2C[C@@H]21,0.335,0.585,0.6799747,0.9744186,0.07152187,0.9981829,0.6073496698836486,0.599636782264033,4.0,0.458333209429486,0,1,0,1,1,1,4,1,0,1,Level_1_Low_Confidence
ZINCsf00001ihW10,CO[C@]1(C(=O)N2CCN(C(=O)c3ccc(F)c(CO)c3)C3(CC3)C2)CCOC1,0.31,0.65,0.8189094,0.9298884,0.059625242,0.86849415,0.6061528714746237,0.5992464496945659,4.0,0.4467073870898991,0,1,0,1,1,1,4,1,0,1,Level_1_Low_Confidence
ZINCtn00000sjUGw,Cc1cc(C(=O)N2CC3(C2)CN(C(=O)[C@H]2CC[C@H]([N+](=O)[O-])CC2)CCO3)c(C)o1,0.23,0.455,0.50726813,0.7093006,0.73333687,0.99999946,0.605817506313324,0.599243040600567,4.0,0.5497751026664156,0,1,1,0,1,1,4,1,0,1,Level_1_Low_Confidence
ZINCtK00000tIzkk,O=[N+]([O-])c1ccc(F)cc1-c1cnc(NS(=O)(=O)Cc2ccc(Cl)cc2)c(O)c1,0.28,0.4009166666666667,0.79828656,0.14393009,0.9894488,0.9999731,0.6020925367342101,0.5992169102613525,3.0,0.48341193434837565,0,1,1,0,0,1,3,1,0,0,Level_1_Low_Confidence
ZINCtc00000o6O5l,NS(=O)(=O)c1ccc(C(=O)NC[C@H]2CC(F)(F)CN2C(=O)c2ncncc2Cl)o1,0.355,0.6799404761904762,0.33309966,0.92729795,0.46532515,0.87396735,0.6057717642803041,0.5990662289140837,3.0,0.5584154325819837,0,0,0,1,1,1,3,1,0,0,Level_1_Low_Confidence
ZINCrh00000DPbiW,CN(CCNC(=O)C(C)(C)c1cnco1)C(=O)c1c(Cl)c([N+](=O)[O-])nn1C,0.245,0.555,0.14791048,0.7555099,0.93134415,0.99998766,0.6057920336723327,0.5985726824001217,4.0,0.4918135618123698,0,0,1,1,1,1,4,1,0,1,Level_1_Low_Confidence
ZINCsq00000fVLUD,O=C(c1cn[nH]c1)N1CCCN(C(=O)c2sc3ncccc3c2Cl)[C@H](CO)C1,0.275,0.445,0.4916888,0.5444048,0.9128868,0.9499747,0.6031591844558716,0.5983291590721049,3.0,0.552381326621177,0,0,1,0,1,1,3,1,0,0,Level_1_Low_Confidence
ZINCsN00000gCsnn,O=C(c1occc1Br)N1C[C@H]2CN(C(=O)COc3c(Cl)cc(Cl)cc3Cl)[C@@H]2C1,0.33,0.71,0.54774636,0.9221228,0.13007991,0.9985325,0.6064135868350665,0.5982565808084839,4.0,0.4986381393577938,0,1,0,1,1,1,4,1,0,1,Level_1_Low_Confidence
ZINCtB00000kjZ1T,COc1ccc(C(=O)N[C@H]2CN(C(=O)c3sc(C)cc3Cl)CC23CC3)c(OC)n1,0.28,0.6975,0.6368436,0.94842386,0.07939842,0.9977529,0.6066531354188919,0.5979889170201957,4.0,0.45894650454044267,0,1,0,1,1,1,4,1,0,1,Level_1_Low_Confidence
ZINCtx00000iw6cC,Cc1ccc(C(=O)N2CCN(C(=O)COc3ccc([N+](=O)[O-])c(C)c3)[C@@H]3C[C@@H]32)s1,0.18,0.56,0.28345424,0.9249678,0.6917033,0.9999936,0.6066865011056265,0.5979723970856226,4.0,0.5132526505794728,0,0,1,1,1,1,4,1,0,1,Level_1_Low_Confidence
ZINCtM00000w5Rnn,CN(C(=O)c1ccc(Cl)c([N+](=O)[O-])c1)C1CC(NC(=O)c2cc(C3CC3)cs2)C1,0.27,0.5166666666666666,0.14275017,0.87531424,0.8235416,0.9999981,0.6047117917405235,0.5972691178885475,4.0,0.4929844924548785,0,0,1,1,1,1,4,1,0,1,Level_1_Low_Confidence
ZINCtK00000tIzks,O=[N+]([O-])c1cc(CN2CCc3nc(-c4cc(CO)ccc4F)sc3C2)ccc1F,0.335,0.32,0.79761726,0.22079314,0.923933,0.9998125,0.5995259854197502,0.5971336354220167,3.0,0.5092397849153085,0,1,1,0,0,1,3,0,0,0,Level_1_Low_Confidence
ZINCqy00000s5wAy,C[C@@H]1C[C@@H](c2ccoc2)CN1c1ccc(S(=O)(=O)N(C)C)cc1[N+](=O)[O-],0.29,0.475,0.6052533,0.41077897,0.82811326,0.9999863,0.6015219662586847,0.5969153390285816,3.0,0.5522301625690613,0,1,1,0,0,1,3,1,0,0,Level_1_Low_Confidence
ZINClu0000012gl6,Cc1cc(N[C@H]2C[C@@H]3CCCCN3C2=O)ccc1[N+](=O)[O-],0.31,0.345,0.88144165,0.16970104,0.8876102,0.99980545,0.5989263900121053,0.5964448643111168,3.0,0.4920766688933847,0,1,1,0,0,1,3,0,0,0,Level_1_Low_Confidence
ZINCtg00000f0s3H,C[C@@H](C(=O)N1CC[C@@H](OCCNC(=O)c2ncc([N+](=O)[O-])n2C)C1)c1ccco1,0.325,0.35,0.50431263,0.47143427,0.94976395,0.99997485,0.6000809500614802,0.5961116350711659,3.0,0.5431830295571255,0,1,1,0,0,1,3,1,0,0,Level_1_Low_Confidence
ZINCsN00001JHYDM,CC1(C)C[C@@H]1CC(=O)N1CCC2(CC1)CC(Nc1cccc(F)c1[N+](=O)[O-])C2,0.335,0.435,0.21371531,0.70082986,0.92522055,0.99999565,0.6016268960634867,0.5960901758264987,3.0,0.5218402995029189,0,0,1,0,1,1,3,1,0,0,Level_1_Low_Confidence
ZINCtb00001yFB74,C[C@@H]1C[C@H](C(=O)N[C@H]2[C@@H]3CN(C(=O)c4ccc(Cl)c(S(N)(=O)=O)c4)C[C@@H]32)CN1C,0.305,0.7110833333333332,0.5572876,0.98640543,0.17246927,0.890432,0.6037796021236314,0.5959835898278734,4.0,0.5133866931506691,0,1,0,1,1,1,4,1,0,1,Level_1_Low_Confidence
ZINCtu00000oCubp,COc1nscc1C(=O)N1CCN(C(=O)C23CC(F)(C2)C3)[C@@H](c2cccnc2)C1,0.3716666666666667,0.6366666666666666,0.45233405,0.8704187,0.28769764,0.997792,0.602762625945939,0.595607815676547,3.0,0.5468542506407443,0,0,0,1,1,1,3,1,0,0,Level_1_Low_Confidence
ZINCtj000013fhDa,O=C(NC[C@@H]1C[C@@H](O)CN1C(=O)c1cc(Cl)cnc1O)c1cc(CC2CC2)on1,0.335,0.54,0.6988794,0.93750876,0.12392379,0.9806111,0.6026538436611494,0.5954824508906256,4.0,0.49326232093144046,0,1,0,1,1,1,4,1,0,1,Level_1_Low_Confidence
ZINCtO00001rk78T,COC(=O)c1cc(CN(CC[C@@H]2CCC3(CCC3)O2)Cc2ncc(Cl)n2C)cs1,0.335,0.54,0.8915442,0.8401395,0.007277828,0.9996509,0.6022687424750378,0.5954423893235148,4.0,0.315474192294781,0,1,0,1,1,1,4,1,0,1,Level_1_Low_Confidence
ZINCtc000015maxk,Cn1ccc(C(=O)N2CCN(C(=O)[C@@H]3CCN3C(=O)OC(C)(C)C)CC2)cc1=O,0.43,0.475,0.60234874,0.59333795,0.6694267,0.8153687,0.5975803482532501,0.5948385371384045,4.0,0.5844242262557965,0,1,1,0,1,1,4,0,0,1,Level_1_Low_Confidence
ZINCtv000006OhpP,C[C@H]1C[C@@H](NC(=O)c2cc(O)nc(C3CC3)c2)CN1C(=O)c1cc(N)ccc1Cl,0.29625,0.56,0.4439443,0.957838,0.42285946,0.9307723,0.6019440114498139,0.5946488659770776,3.0,0.5502808592958045,0,0,0,1,1,1,3,1,0,0,Level_1_Low_Confidence
ZINCtx00000ghKRD,COc1nscc1C(=O)N(C)[C@H]1CN(C(=O)c2cc(C3CCC3)on2)CC12CC2,0.365,0.645,0.64392215,0.9455251,0.016938144,0.99727046,0.6022759781902035,0.5946176902902253,4.0,0.3664428899031469,0,1,0,1,1,1,4,1,0,1,Level_1_Low_Confidence
ZINCqz00000TBCIj,CC(C)c1nc(O)cc(N[C@@H]2[C@H]3CCN(C(=O)c4[nH]ccc4Br)C[C@H]32)n1,0.34,0.4725,0.81144816,0.91257626,0.07292419,0.99831283,0.6012935725351175,0.5944867808366497,3.0,0.45316687417268864,0,1,0,0,1,1,3,1,0,0,Level_1_Low_Confidence
ZINCtS00001dibus,Clc1cc([C@@H](c2nnnn2CCCC2CC2)N(CC2CC2)CC2CC2)c(Br)cn1,0.355,0.425,0.9050414,0.9282232,0.93401176,0.0033299474,0.5917677156735833,0.5939827601065369,3.0,0.27078294609376713,0,1,1,0,1,0,3,0,0,0,Level_1_Low_Confidence
ZINCtt00000tnuB7,CC1(CNS(=O)(=O)c2ccc(F)c([N+](=O)[O-])c2)CN(Cc2cc(O)ncc2Br)C1,0.265,0.5104166666666666,0.30277345,0.65118843,0.87201095,0.999998,0.6002312442329195,0.593921983425217,4.0,0.5342600573768205,0,0,1,1,1,1,4,1,0,1,Level_1_Low_Confidence
ZINCtT00000x0bCR,O=C(c1cc(Cl)cc(Cl)c1)N1CC2(CCCN2C(=O)Cc2ccc(Br)c(F)c2)C1,0.36,0.5,0.37981296,0.6554212,0.77266634,0.9242695,0.5986949976285298,0.5939158418922559,3.0,0.5634545571201872,0,0,1,0,1,1,3,0,0,0,Level_1_Low_Confidence
ZINCtw00000tFdcM,CO[C@H]1C[C@@H](C(=O)N=c2[nH]onc2C2CC2)N(S(=O)(=O)c2ccc(Cl)c(Cl)c2)C1,0.29,0.8083333333333332,0.52269286,0.9925937,0.01226086,0.9938501,0.6032884783256385,0.5938872417677237,4.0,0.33765620219730286,0,1,0,1,1,1,4,1,0,1,Level_1_Low_Confidence
